,Unnamed: 0,tag,token0,token1,date,timestamp,token0_daily_price_median_mint,token0_daily_amount_mint,token0_daily_price_median_burn,token0_daily_amount_burn,token0_daily_amount_net_mint_burn,liquidity_daily_sum_mint,liquidity_daily_sum_burn,liquidity_daily_net_mint_burn,token0_daily_price_median_swap,token0_daily_price_min_swap,token0_daily_price_max_swap,token0_daily_price_std_swap,token0_daily_amount_buy_swap,token0_daily_amount_sell_swap,token0_daily_amount_net_swap,total_events_daily_mint,total_events_daily_burn,total_events_daily_swap,total_events_daily
195,195,USDC_USDT,USDC,USDT,2023-11-29,1701216000,0.9591927266460848,-142184.055779,0.9591927280963192,137316.99609099998,-4867.0596880000085,509379166217871.0,-340205690585349.0,169173475632522.0,0.999646649981648,1.001005025125628,0.998,9.539892390896882e-05,3000929.3495110003,-2946191.940784,54737.40872700047,287,211,5066,5564
197,197,USDC_USDT,USDC,USDT,2023-11-30,1701302400,0.9986558485085216,-68252.345711,0.9997872628802896,70644.64128499999,2392.295573999989,581610243686097.0,-464637945902834.0,116972297783263.0,0.9997068374900316,1.2500000000000002,0.997,0.0032272157682153,3130209.117949,-3028244.978854,101964.139095,180,135,6024,6339
198,198,USDC_USDT,USDC,USDT,2023-12-01,1701388800,0.9825416666666666,-95135.732086,0.9788443504498532,103743.861433,8608.129346999995,863938623273389.0,-1011238277602741.0,-147299654329352.0,0.9997424899825936,1.000333444481494,0.997,8.26416868718358e-05,2238821.81157,-2222056.418302,16765.393268000335,135,198,3794,4127
200,200,USDC_USDT,USDC,USDT,2023-12-02,1701475200,1.024104,-18077.569876,0.9997814269558576,15789.538468,-2288.031407999999,1349547445089317.0,-1497612003008356.0,-148064557919039.0,0.9998653744417868,1.0333333333333334,0.9393939393939392,0.0014510020028796,922407.70971,-845720.7582769999,76686.95143300015,69,151,2831,3051
202,202,USDC_USDT,USDC,USDT,2023-12-03,1701561600,1.0,-25370.262352,0.9788443654850594,16888.282404,-8481.979947999997,467057164732544.0,-163730865072049.0,303326299660495.0,0.9999032195054248,1.0476190476190477,0.998,0.0010272985023673,730785.187539,-725966.6866610001,4818.500877999817,96,294,2166,2556
204,204,USDC_USDT,USDC,USDT,2023-12-04,1701648000,1.0422480999686856,-18341.17112,0.9783814297481848,15366.510234,-2974.660886,132407953785465.0,-193865433666369.0,-61457479880904.0,0.9998822881317304,1.0000542949376758,0.9992804715109772,5.382689785675703e-05,358488.765064,-391379.843922,-32891.07885800005,47,55,835,937
207,207,USDC_USDT,USDC,USDT,2023-12-05,1701734400,1.0241474748836357,-6054.863306,0.9997781742208676,11696.744236,5641.880929999998,96798432104333.0,-50243695923496.0,46554736180837.0,0.9998723306099472,1.0002728512960437,0.9969272987008968,0.0001209508234174,583343.8846239999,-644341.081431,-60997.19680700009,38,75,702,815
209,209,USDC_USDT,USDC,USDT,2023-12-06,1701820800,0.9902451738055972,-6667.141048,0.9974902136497258,2364.784177,-4302.356871,121504555329949.0,-5158858946957.0,116345696382992.0,0.999897816661554,1.0010010010010009,0.9997508279996116,7.59501535142572e-05,244764.10863,-314269.422673,-69505.31404300002,32,17,507,556
211,211,USDC_USDT,USDC,USDT,2023-12-07,1701907200,0.9739460770782395,-9955.368909,0.9770150510602228,7050.928111,-2904.4407979999987,94468219701484.0,-147465005796061.0,-52996786094577.0,0.999911635756818,1.0001536509291438,0.9994138955980318,6.58437077414054e-05,408299.511231,-579945.8799680001,-171646.3687370001,68,69,999,1136
213,213,USDC_USDT,USDC,USDT,2023-12-08,1701993600,1.0007889181553504,-28055.951866000003,0.9770149976290016,13139.171473,-14916.780393000005,265857380638138.0,-117311228351524.0,148546152286614.0,0.9997727064086328,0.9999230963576335,0.997,8.11317989121561e-05,1281389.231698,-1532708.173521,-251318.9418230001,114,96,2197,2407
214,214,USDC_USDT,USDC,USDT,2023-12-09,1702080000,0.971360613689884,-34750.217739,0.9770150274323024,10073.995961000002,-24676.221778,323466269316489.0,-83270396547128.0,240195872769361.0,0.9997558371380838,1.0699133590615175,0.9992781520692972,0.0032362253938147,1216953.537621,-1189660.893227,27292.644393999828,177,91,2343,2611
216,216,USDC_USDT,USDC,USDT,2023-12-10,1702166400,0.9786805210519328,-49172.822781,0.9770150663676356,20589.546391,-28583.276389999995,611753406858426.0,-187479560742895.0,424273846115531.0,0.9997948242530668,1.0010010010010009,0.997,0.0001067150848708,2375484.508033,-2319665.753537,55818.754495999776,293,131,3218,3642
219,219,USDC_USDT,USDC,USDT,2023-12-11,1702252800,0.9782012577879888,-149278.48352399998,0.9770150470499196,25795.077265,-123483.40625899998,1163359535483560.0,-417446129991466.0,745913405492094.0,0.9997996763131116,1.0069930069930069,0.9976643631178804,0.0001863489802172,5233306.925937999,-6153426.291028,-920119.3650900014,262,117,2565,2944
221,221,USDC_USDT,USDC,USDT,2023-12-12,1702339200,0.999978121756487,-67326.526477,0.9396248737503524,51693.967248,-15632.559229000006,766585557240360.0,-434416638515623.0,332168918724737.0,0.9997559312133616,1.0625,0.9899710144927536,0.0019612160909947,3075935.4631950003,-3318305.405703,-242369.94250799948,196,105,2150,2451
223,223,USDC_USDT,USDC,USDT,2023-12-13,1702425600,0.9798357342898436,-43070.833802,1.0155975140245563,6335.898160000002,-36734.935642,1061173597760981.0,-136780050115090.0,924393547645891.0,0.9997756469015862,1.0588235294117647,0.997,0.0016407470789703,1159109.790055,-955668.615203,203441.17485200008,120,44,1300,1464
225,225,USDC_USDT,USDC,USDT,2023-12-14,1702512000,1.01921706,-54347.260868000005,1.0224315992900517,14248.415374,-40098.84549400001,957110516509178.0,-540300702198715.0,416809814310463.0,0.9998295284031796,1.0004418912947417,0.9995435239319338,3.937794844001049e-05,585175.114787,-569339.792012,15835.322775000008,83,71,948,1102
227,227,USDC_USDT,USDC,USDT,2023-12-15,1702598400,1.0382427328413435,-112077.56678700002,1.131348550612361,83734.273043,-28343.293744000024,1125905631015207.0,-791384851227280.0,334520779787927.0,0.9998603538771864,1.000165790452033,0.9996291822872132,4.21091621065903e-05,488534.783405,-452696.435626,35838.347779,62,49,769,880
228,228,USDC_USDT,USDC,USDT,2023-12-16,1702684800,1.0020606578984912,-17895.692366,1.3215151772190512,19029.685665000005,1133.9932990000052,117033991177872.0,-172318349053466.0,-55284357875594.0,0.9998889024431522,1.0063230751645988,0.9927773586788978,0.0004136917893143,554954.694734,-451330.9838810001,103623.71085299994,60,65,914,1039
231,231,USDC_USDT,USDC,USDT,2023-12-17,1702771200,0.9936228514761324,-18514.288234,1.008344341909146,21465.215118,2950.9268840000004,111329154234124.0,-338800566905999.0,-227471412671875.0,0.9999247488928444,1.0069139377745602,0.997,0.000312997667032,928941.911281,-621726.450589,307215.460692,193,98,1512,1803
232,232,USDC_USDT,USDC,USDT,2023-12-18,1702857600,1.01096,-46394.261872,1.0680928739249227,5665.5442140000005,-40728.717658,607287741991785.0,-2373832334976873.0,-1766544592985088.0,1.000945,1.0575544567989237,0.9939799195975838,0.0027339411998208,356514.486195,-231895.355617,124619.13057800004,115,117,561,793
234,234,USDC_USDT,USDC,USDT,2023-12-19,1702944000,1.0271736266006042,-38627.716331,1.1054156930893977,13347.714606,-25280.001725,78730331675255.0,-1097156353156669.0,-1018426021481414.0,1.0014439264148864,1.0069639556912122,0.9989890487706032,0.0008294137350971,292080.153921,-290635.725482,1444.4284389999812,70,104,430,604
237,237,USDC_USDT,USDC,USDT,2023-12-20,1703030400,1.0235178297795933,-108150.892253,1.0871755419468565,11950.430627000002,-96200.461626,226854151559633.0,-109254116427890.0,117600035131743.0,1.0010286775180464,1.0145451375328025,0.9655637114347976,0.0020882206410731,419468.709498,-440968.495328,-21499.785830000008,61,75,610,746
239,239,USDC_USDT,USDC,USDT,2023-12-21,1703116800,0.988813531888114,-39530.396835,1.1052544030024962,29921.879258999998,-9608.517576000006,69983185559103.0,-342874409692468.0,-272891224133365.0,1.000979569921102,1.0025954274189548,0.9999333333333336,0.0003168263064328,402931.042799,-520820.071878,-117889.029079,132,144,791,1067
240,240,USDC_USDT,USDC,USDT,2023-12-22,1703203200,0.9778353250210384,-45060.335213,1.0521434055100436,21104.358263999995,-23955.976949000004,35032280670564.0,-136972025583576.0,-101939744913012.0,1.000489194091006,1.010469,0.999632492586582,0.0007989999734574,471489.072231,-428960.65881,42528.413421000005,114,149,919,1182
243,243,USDC_USDT,USDC,USDT,2023-12-23,1703289600,1.0039315225313206,-127478.61090499998,1.01702146943588,32875.669861,-94602.94104399998,1049969313520787.0,-763227676718595.0,286741636802192.0,0.9998966435543982,1.0103092783505154,0.98,0.0005298788229498,1907041.092421,-2183297.107388,-276256.0149670001,146,146,2169,2461
245,245,USDC_USDT,USDC,USDT,2023-12-24,1703376000,1.004717267839407,-23935.873837,1.0011628697099186,62711.482826,38775.608989,233273663217821.0,-239880454437720.0,-6606791219899.0,0.99977395,0.9998938972948838,0.997,9.814137301075422e-05,1692861.9604840002,-1770996.005703,-78134.04521899973,203,102,1970,2275
247,247,USDC_USDT,USDC,USDT,2023-12-25,1703462400,0.9892423523065642,-50446.068165,0.992158997212526,32899.73783,-17546.330335000006,388812065047616.0,-274702304122856.0,114109760924760.0,0.9996712024120532,1.0010010010010009,0.9950980392156864,0.0001121121674474,798646.2204839999,-797335.0908540001,1311.1296299998648,230,182,2265,2677
248,248,USDC_USDT,USDC,USDT,2023-12-26,1703548800,1.021681334054141,-30535.596993000006,0.9921589558999632,39924.749035,9389.152041999994,334659684466508.0,-347490937274661.0,-12831252808153.0,0.9997314231533594,1.0010010010010009,0.998242530755712,8.217043324412014e-05,1019381.108389,-1004617.50786,14763.60052899993,200,160,2592,2952
251,251,USDC_USDT,USDC,USDT,2023-12-27,1703635200,1.000000092437261,-36187.144597,0.9787150522587614,31156.508655,-5030.635942000001,244251619040777.0,-249897164272862.0,-5645545232085.0,0.9997683469002968,1.0010010010010009,0.998,8.073813729012645e-05,1286322.787592,-1141257.783705,145065.0038869998,192,128,2104,2424
253,253,USDC_USDT,USDC,USDT,2023-12-28,1703721600,0.995844,-44837.990278,0.999997928862279,27084.930598,-17753.05968,428203882440212.0,-392147162523397.0,36056719916815.0,0.9998959146380476,1.0007776570662217,0.998,8.1900607095724e-05,1913063.132412,-1844492.571783,68570.56062900019,170,81,2605,2856
254,254,USDC_USDT,USDC,USDT,2023-12-29,1703808000,0.9831264474243632,-30858.296282,1.0146154654084494,25017.516636,-5840.779645999995,151301795618239.0,-473294034131402.0,-321992238513163.0,0.9999631188933398,1.018150212017528,0.9655357951971,0.0011240336156142,2214005.56518,-1967565.214056,246440.35112400004,233,118,3508,3859
256,256,USDC_USDT,USDC,USDT,2023-12-30,1703894400,0.9972594315872316,-25335.334196,1.0273691438349335,26153.499798000004,818.1656020000046,163517666145893.0,-187253680478333.0,-23736014332440.0,0.999829975363048,1.0010010010010009,0.98,0.0003793724239296,1492029.6312580002,-1482384.741403,9644.88985500019,227,137,3505,3869
258,258,USDC_USDT,USDC,USDT,2023-12-31,1703980800,1.0111052710581774,-23874.740557,1.0392279322856872,14698.817524,-9175.923032999995,345261856779609.0,-76011477524326.0,269250379255283.0,0.9998612424464648,1.0185185185185186,0.994840274334415,0.0003906163053892,2848300.3534350004,-2813183.307863,35117.04557200056,273,128,3318,3719
261,261,USDC_USDT,USDC,USDT,2024-01-01,1704067200,0.9962447272727272,-36764.50165699999,1.0314885387950816,14694.236888,-22070.264768999998,354308365636630.0,-266270873464544.0,88037492172086.0,0.999893295261296,1.0005691744849832,0.9995964285714286,5.225741308897749e-05,2355330.290175,-2341227.693894,14102.596280999947,207,122,2836,3165
262,262,USDC_USDT,USDC,USDT,2024-01-02,1704153600,0.9993964780238808,-33634.188567000005,0.9933513552021394,18613.841661,-15020.346906000002,156574842413250.0,-105003840417421.0,51571001995829.0,0.9998848888888888,1.0074074074074073,0.998894620486367,0.0001708262691759,1840745.815309,-1909675.608513,-68929.79320399999,237,101,2359,2697
265,265,USDC_USDT,USDC,USDT,2024-01-03,1704240000,1.0191922924602077,-33983.103376,1.015741194640189,32192.349516,-1790.7538600000007,504421538676177.0,-506566363233685.0,-2144824557508.0,0.9998335546493502,1.000048095837573,0.997,0.0001869340850829,1081389.051081,-1410572.640477,-329183.58939600014,240,126,2412,2778
267,267,USDC_USDT,USDC,USDT,2024-01-04,1704326400,0.995409637264687,-28003.805272,0.9222894295327854,10530.997143,-17472.808128999997,205622523128791.0,-379412106242671.0,-173789583113880.0,0.9993156082584708,0.9999614896474128,0.9090909090909092,0.0020327370903133,936252.565134,-960695.186804,-24442.621669999902,148,134,1976,2258
268,268,USDC_USDT,USDC,USDT,2024-01-05,1704412800,0.9966832366039232,-30868.207865,0.9220813219180304,12848.885775,-18019.32209,115631356940087.0,-146558254672347.0,-30926897732260.0,0.9993774576200164,1.0,0.9965398875463451,0.0001398060495591,1738619.040559,-1689339.774902,49279.26565699978,169,124,2484,2777
270,270,USDC_USDT,USDC,USDT,2024-01-06,1704499200,0.9989567712041872,-33509.047033,0.9059724102420617,28345.127829,-5163.919204000005,233030108997174.0,-271541355009218.0,-38511246012044.0,0.9992747460875612,1.0007356340885218,0.9981859991481806,0.0001044521328717,1556582.089567,-1548282.882632,8299.20693500014,188,150,2890,3228
273,273,USDC_USDT,USDC,USDT,2024-01-07,1704585600,0.9777570344631372,-25162.267843,0.8577568899081042,12400.535059,-12761.732783999998,159111379159537.0,-66011383848375.0,93099995311162.0,0.9992808742292896,1.000262202942887,0.9982012098262978,0.0001150834033719,1338128.7327760002,-1418076.3712320002,-79947.63845600002,142,99,1981,2222
274,274,USDC_USDT,USDC,USDT,2024-01-08,1704672000,0.995080570683022,-52500.12147,0.9183618324226296,8773.309469,-43726.812001,315290558014863.0,-359641478857801.0,-44350920842938.0,0.9990848513321576,0.9997434070710772,0.9974132327574224,0.0002001660408715,1220988.6348449998,-1137959.4389960002,83029.19584899954,188,148,2094,2430
277,277,USDC_USDT,USDC,USDT,2024-01-09,1704758400,0.9688468679020392,-26890.310099999995,0.840640176540077,9201.909611,-17688.400488999996,213909255728294.0,-114095018637820.0,99814237090474.0,0.9993585327700216,1.0000233333333333,0.9951153730595896,0.000146754173854,1589895.0522460002,-1677226.206359,-87331.1541129998,203,126,2430,2759
278,278,USDC_USDT,USDC,USDT,2024-01-10,1704844800,1.0035865760238474,-46561.171124,0.9409160119445544,22013.070121,-24548.101003000003,181465831428811.0,-253882366203268.0,-72416534774457.0,0.9997100784354152,1.0010010010010009,0.99764831175493,0.0001317859961833,907279.983791,-935818.751505,-28538.767714000074,91,75,1461,1627
280,280,USDC_USDT,USDC,USDT,2024-01-11,1704931200,1.0108104907703508,-36515.921649,0.9386994871788628,13697.288299,-22818.633350000004,217983951537365.0,-123918674668779.0,94065276868586.0,0.9996920964609524,1.0033444816053512,0.9993113291073508,0.0001330275109945,1790945.391749,-1797247.562262,-6302.170513000106,124,68,1937,2129
283,283,USDC_USDT,USDC,USDT,2024-01-12,1705017600,0.9751911374629428,-57684.454382,0.9451986362838748,21434.322517000004,-36250.13186499999,390417073920634.0,-108781438641268.0,281635635279366.0,0.9997214536320652,1.0196078431372548,0.9975197950628784,0.0004006957453102,3275768.332206,-3140944.922668,134823.40953800036,147,63,5305,5515
285,285,USDC_USDT,USDC,USDT,2024-01-13,1705104000,0.9947535356931746,-35483.49245599999,0.9544886016618566,20231.795028,-15251.697427999996,257988024925904.0,-86940454466708.0,171047570459196.0,0.9997410900440732,1.026315789473684,0.9984673279170612,0.0006352712233039,4953035.075417,-4822168.9020380005,130866.17337899936,137,75,6276,6488
287,287,USDC_USDT,USDC,USDT,2024-01-14,1705190400,0.9896185837161868,-82716.013375,0.9544886139850656,12758.485399,-69957.527976,328341991179533.0,-85956942778333.0,242385048401200.0,0.9997463783213189,1.3333333333333333,0.9989427480083196,0.008051205281122,4070065.9964569993,-3922163.710621,147902.28583599953,87,57,3433,3577
289,289,USDC_USDT,USDC,USDT,2024-01-15,1705276800,0.9838692206842056,-13397.869297999996,0.9569078048868072,17560.670725,4162.801427000004,169943891901804.0,-100929263516593.0,69014628385211.0,0.9997415477925232,1.0357142857142858,0.997,0.0008336851936055,2051094.339278,-1963107.41973,87986.91954799974,85,97,3772,3954
291,291,USDC_USDT,USDC,USDT,2024-01-16,1705363200,0.966325084,-10514.995584,0.9584244801495416,2413.87275,-8101.122834,959757727797581.0,-249353295105966.0,710404432691615.0,0.9997461910585396,1.0010010010010009,0.998,8.384464849169336e-05,1189515.553148,-1016343.576178,173171.97697000008,66,37,2654,2757
292,292,USDC_USDT,USDC,USDT,2024-01-17,1705449600,1.0393025383346055,-19497.701411,1.241514977547831,4642.67319,-14855.028220999997,114497771083720.0,-1057409353974239.0,-942911582890519.0,0.9998941515438218,1.0001115509037546,0.998491454998235,0.0001005815940595,947500.992035,-909884.015089,37616.97694600001,74,48,1806,1928
294,294,USDC_USDT,USDC,USDT,2024-01-18,1705536000,1.0244058696227478,-19834.60265600001,1.1781207982821624,10721.607159,-9112.99549700001,77259828492627.0,-110920218517328.0,-33660390024701.0,0.999994729976376,1.3333333333333333,0.999093218485144,0.0088801830363307,2050939.896691,-2042019.888051,8920.008640000131,71,40,2818,2929
296,296,USDC_USDT,USDC,USDT,2024-01-19,1705622400,1.1293048540689536,-44177.460204,1.4157426091199417,8863.383742000002,-35314.076462,559777171587483.0,-704347678907332.0,-144570507319849.0,1.0003191041920414,1.005919230053439,0.998195116724454,0.0004259383264385,1953732.949831,-1360561.597256,593171.3525749999,132,158,3060,3350
298,298,USDC_USDT,USDC,USDT,2024-01-20,1705708800,1.0073783435074222,-45766.694372,1.1020693318013526,2641.99072,-43124.703652,140933699037036.0,-220871519693186.0,-79937820656150.0,1.0012469533562085,1.009242933683232,0.999,0.000405091488447,2762426.4724390004,-2773593.592747,-11167.120307999665,281,221,4559,5061
300,300,USDC_USDT,USDC,USDT,2024-01-21,1705795200,1.016070981635906,-129264.435576,1.1222739372627968,93118.798006,-36145.637570000006,632266636613010.0,-641119096694127.0,-8852460081117.0,1.0011878401610876,1.2500000000000002,0.999,0.0042876147576933,4522901.58532,-4320520.783566,202380.8017539997,317,248,6806,7371
302,302,USDC_USDT,USDC,USDT,2024-01-22,1705881600,1.058479460335045,-282863.065146,1.8928462184670083,263273.072373,-19589.992773000035,1375763819934635.0,-1543104766866326.0,-167340946931691.0,1.0009045652187525,1.0017904615264306,0.9997800483893544,0.0001761820404324,3210693.861672,-3224358.384861,-13664.523188999854,487,454,4046,4987
305,305,USDC_USDT,USDC,USDT,2024-01-23,1705968000,1.007090690249138,-164025.528508,1.0925089232634293,179701.64682300002,15676.118315000029,842046216025281.0,-835928442872998.0,6117773152283.0,1.0007579947661345,1.046586573074154,0.9984091542574112,0.0011235180231663,3530974.22999,-3475598.369973,55375.860016999766,330,222,4623,5175
306,306,USDC_USDT,USDC,USDT,2024-01-24,1706054400,1.0159265867908711,-115221.557471,1.0922335285515206,67792.22853699999,-47429.32893400002,1229904813787683.0,-1060405577190326.0,169499236597357.0,1.000676209654242,1.0017045774647888,0.9999188180653972,0.0001506964512994,3940479.376895,-3958859.979547,-18380.6026519998,269,193,5333,5795
309,309,USDC_USDT,USDC,USDT,2024-01-25,1706140800,0.9977788287086564,-19052.138681,1.0627194206634307,11599.263424,-7452.875257,263616439536799.0,-310395326886241.0,-46778887349442.0,1.0006625310355022,1.0039525691699605,0.999827009572137,0.0001065716351873,1719696.532786,-1736005.1302719996,-16308.597485999577,88,80,2794,2962
310,310,USDC_USDT,USDC,USDT,2024-01-26,1706227200,0.9948271772300136,-10819.439919,1.0627194417463086,4742.4528310000005,-6076.987088,58514741496723.0,-40406532411331.0,18108209085392.0,1.000683403002548,1.0009250960260092,0.9995713673381912,7.536970836569373e-05,1954097.211292,-1877805.839468,76291.37182400003,84,81,2993,3158
312,312,USDC_USDT,USDC,USDT,2024-01-27,1706313600,1.0475100274961358,-22391.786498,1.0627194484257352,4027.350215,-18364.436282999995,89728286285270.0,-78071231130244.0,11657055155026.0,1.0007161741388892,1.0011062223757252,0.999,6.653353207020691e-05,5399636.006602,-5133782.869674,265853.1369280005,308,99,6366,6773
314,314,USDC_USDT,USDC,USDT,2024-01-28,1706400000,1.0033961812303522,-18815.180659,1.893589512241857,4982.898087,-13832.282571999998,226309131513486.0,-144086008035100.0,82223123478386.0,1.00080838517018,1.0138888888888888,0.9864864864864864,0.0002707628393836,6298482.314026,-6175185.269174,123297.04485199972,169,194,5980,6343
317,317,USDC_USDT,USDC,USDT,2024-01-29,1706486400,1.0584901401183509,-38854.556139,1.0465626536618418,20767.703254,-18086.852885,366902634258966.0,-511756748404519.0,-144854114145553.0,1.0006971208654452,1.0158833543480597,0.988095238095238,0.0004770081713945,4715604.181493999,-4721414.134433,-5809.952939000912,276,157,5950,6383
319,319,USDC_USDT,USDC,USDT,2024-01-30,1706572800,1.102758898787953,-63669.85569599999,1.0465625660745603,17887.335627,-45782.52006899999,390931493385879.0,-174060497094167.0,216870996291712.0,1.000491357828568,1.020408163265306,0.996,0.0006081381337638,1160534.6043190002,-1183504.332147,-22969.727827999974,125,116,3149,3390
321,321,USDC_USDT,USDC,USDT,2024-01-31,1706659200,1.0193020051558908,-37152.196252,0.9881881244764964,13125.686155999998,-24026.510096000005,328626860024689.0,-368211040182402.0,-39584180157713.0,1.000469475832151,1.0223953330061266,0.9998752961715924,0.0007224867888129,4006236.439562,-3844525.59586,161710.84370199963,145,134,4319,4598
323,323,USDC_USDT,USDC,USDT,2024-02-01,1706745600,0.9945611712299758,-33201.446703999994,1.046562599083278,2502.659158,-30698.787546,205024512634899.0,-128239986433078.0,76784526201821.0,1.00050725717939,1.00129,0.998,0.0001009018454992,3175638.324352,-3060752.902697,114885.4216550002,59,51,3178,3288
325,325,USDC_USDT,USDC,USDT,2024-02-02,1706832000,0.9955413247249426,-14330.722111999996,1.0465626531889067,10462.984253,-3867.737858999997,331917053108348.0,-162878643737558.0,169038409370790.0,1.000604045205901,1.011224995426875,0.998,0.0003223961626767,4659546.281463,-4570282.078452,89264.2030109996,101,116,4061,4278
326,326,USDC_USDT,USDC,USDT,2024-02-03,1706918400,1.0201574729929364,-33327.270579,1.0465626706788798,4618.394191,-28708.876388,308403072199919.0,-268516653344895.0,39886418855024.0,1.0006304598341815,1.0020040080160322,0.998,0.0001011201808746,5977234.496076,-5928055.919205001,49178.5768709993,115,75,5846,6036
329,329,USDC_USDT,USDC,USDT,2024-02-04,1707004800,1.034258994565228,-22739.32328,1.04656265244681,7038.531219,-15700.792061,123514192872759.0,-143300081606072.0,-19785888733313.0,1.0006398,1.0011086406164005,0.998,8.725122312291687e-05,4543586.215165,-4478106.577892,65479.63727300055,112,101,5646,5859
331,331,USDC_USDT,USDC,USDT,2024-02-05,1707091200,1.0039532215958784,-35853.824146,1.047019538950917,38913.885574,3060.061428000001,434091692744495.0,-344348038374738.0,89743654369757.0,1.000658896072945,1.0399738345649487,0.9985163204747776,0.0011260325104393,2518685.093018,-2328799.373616,189885.71940199984,122,84,4177,4383
333,333,USDC_USDT,USDC,USDT,2024-02-06,1707177600,1.0135139566331812,-40943.594005000006,1.1634576052165304,15582.073423999998,-25361.520581000008,328415882663402.0,-577266085185086.0,-248850202521684.0,1.0008110773830494,1.0073970508376182,1.0001900361068603,0.000244139468233,2430222.79669,-2341819.995218,88402.80147200031,95,116,2635,2846
335,335,USDC_USDT,USDC,USDT,2024-02-07,1707264000,1.0259520782840754,-64751.04070799999,1.0529720619438552,24856.063578,-39894.97712999999,1120560911058898.0,-439151117868304.0,681409793190594.0,1.0007976142711388,1.002730977690013,1.0,8.184220445699214e-05,2180364.72172,-2169095.951404,11268.77031599963,96,66,3282,3444
338,338,USDC_USDT,USDC,USDT,2024-02-08,1707350400,0.9956090901200708,-16706.408856,1.0529721277792894,18240.252648,1533.8437919999997,115904062993831.0,-98803518280885.0,17100544712946.0,1.0007442831758893,1.008458,0.99,0.0003794078990512,1627831.731537,-1791379.149933,-163547.41839600005,50,34,2468,2552
339,339,USDC_USDT,USDC,USDT,2024-02-09,1707436800,1.003802120494782,-106944.437229,0.7345498171740341,103483.81678699996,-3460.620442000029,1148959965277899.0,-1618780965210385.0,-469820999932486.0,1.0006433451960364,1.001291155584248,0.9954627066325852,0.0002815108249043,3274647.377807,-3341489.4882269995,-66842.11041999981,66,41,1990,2097
343,343,USDC_USDT,USDC,USDT,2024-02-10,1707523200,1.0081417527955772,-21255.619328,0.7278323512268622,16613.090124,-4642.529204000002,126260481982705.0,-200234096221749.0,-73973614239044.0,1.0004749778744453,1.1111111111111112,0.9913091923110094,0.0019687683077935,2778282.615423,-2860292.499074,-82009.88365099998,89,55,3237,3381
344,344,USDC_USDT,USDC,USDT,2024-02-11,1707609600,0.9969783303027712,-44195.316146,0.6931899858728424,53503.056254,9307.740107999998,296717102722418.0,-338307621406361.0,-41590518683943.0,1.000500776994361,1.0118,0.9994782395187526,0.0004152820823367,7264326.848172999,-7097484.074778,166842.7733949991,199,111,5753,6063
350,350,USDC_USDT,USDC,USDT,2024-02-12,1707696000,0.9999790021588724,-64506.489048,1.0180861880823864,20836.859299,-43669.629749,609070828714413.0,-449060834751080.0,160009993963333.0,1.0002814543979088,1.002790809321514,0.9940906731792258,0.0002411691352789,9344725.119455,-9435537.614381,-90812.49492600188,142,111,8219,8472
354,354,USDC_USDT,USDC,USDT,2024-02-13,1707782400,1.0014574175192734,-95113.23594,1.0132823420810235,28902.799992,-66210.435948,479489941934121.0,-666509545427976.0,-187019603493855.0,0.999957448831427,1.0053050397877985,0.999661422901973,0.0001380689966727,13791846.302199,-14561695.171001002,-769848.8688020017,193,193,10465,10851
356,356,USDC_USDT,USDC,USDT,2024-02-14,1707868800,1.013270751143554,-35278.667455,1.0154444477607552,41986.357772,6707.6903170000005,257125342676971.0,-494516936218525.0,-237391593541554.0,0.9998416428535776,1.0101010101010102,0.999601797678618,0.0001788161490592,8626320.303422,-8125794.521681,500525.7817410007,166,304,7917,8387
360,360,USDC_USDT,USDC,USDT,2024-02-15,1707955200,1.001204963057903,-35414.23265400001,1.0151943769862182,32416.265185,-2997.9674690000065,228757782014096.0,-172654181951064.0,56103600063032.0,1.000008041940743,1.0006498084584006,0.99961402375,8.965755734268622e-05,4376453.536676,-3967283.829923,409169.7067529997,80,272,4668,5020
364,364,USDC_USDT,USDC,USDT,2024-02-16,1708041600,1.0029451484283598,-49928.508533,1.0058268457449997,22970.47645,-26958.032083,398396112929885.0,-314096132240893.0,84299980688992.0,1.000055277004359,1.00057745802706,0.9995390819819424,0.0001474157337283,5656157.71672,-5140116.662498999,516041.0542210005,81,227,3533,3841
365,365,USDC_USDT,USDC,USDT,2024-02-17,1708128000,1.010059660095988,-20500.889985,1.0032158789382375,27365.001675,6864.111689999998,208299788505288.0,-222767649373793.0,-14467860868505.0,0.9999027229322768,1.0019298867489466,0.99953052178607,9.585557881695722e-05,8861822.330973,-8059813.346784001,802008.9841889981,84,189,3995,4268
371,371,USDC_USDT,USDC,USDT,2024-02-18,1708214400,0.9940761016947804,-23905.757765,1.0016492812765736,16932.914042,-6972.843722999998,192839207009189.0,-168679044660778.0,24160162348411.0,0.9998059432121508,1.0003744967699657,0.9996562999884948,4.9103451262245074e-05,4516749.57789,-4309082.693457,207666.88443300035,99,159,3128,3386
372,372,USDC_USDT,USDC,USDT,2024-02-19,1708300800,0.988275899237202,-35923.13615400001,0.9998858255047016,13663.781698,-22259.35445600001,481688442412921.0,-401013959106682.0,80674483306239.0,0.999825652520582,1.0004997330660808,0.9995094244590728,8.585365468345276e-05,3849754.71757,-4007735.319298,-157980.60172799975,69,86,1697,1852
